,Source,DeviceId,t_nano,t_sec,MemKind,Bytes,MegaBytes,OpType
200,zfp_rate8_4gpu_10iter-each.json,3,9230151059,9.230151059,2,-100000000,-95.367431640625,deallocation
201,zfp_rate8_4gpu_10iter-each.json,3,9233869907,9.233869907,1,-100000000,-95.367431640625,deallocation
202,zfp_rate8_4gpu_10iter-each.json,3,9273252010,9.27325201,2,-100000000,-95.367431640625,deallocation
203,zfp_rate8_4gpu_10iter-each.json,3,9274276197,9.274276197,2,-25000024,-23.841880798339844,deallocation
204,zfp_rate8_4gpu_10iter-each.json,0,9328673310,9.328673310000001,1,100000000,95.367431640625,allocation
205,zfp_rate8_4gpu_10iter-each.json,0,9359589261,9.359589261,2,100000000,95.367431640625,allocation
206,zfp_rate8_4gpu_10iter-each.json,0,9369590334,9.369590334,2,25000024,23.841880798339844,allocation
207,zfp_rate8_4gpu_10iter-each.json,0,9371070030,9.37107003,2,100000000,95.367431640625,allocation
208,zfp_rate8_4gpu_10iter-each.json,0,9371646537,9.371646537,2,-100000000,-95.367431640625,deallocation
209,zfp_rate8_4gpu_10iter-each.json,0,9374785345,9.374785345000001,1,-100000000,-95.367431640625,deallocation
210,zfp_rate8_4gpu_10iter-each.json,0,9394592883,9.394592883000001,2,-100000000,-95.367431640625,deallocation
211,zfp_rate8_4gpu_10iter-each.json,0,9396179137,9.396179137,2,-25000024,-23.841880798339844,deallocation
212,zfp_rate8_4gpu_10iter-each.json,1,9453482533,9.453482533,1,100000000,95.367431640625,allocation
213,zfp_rate8_4gpu_10iter-each.json,1,9483477327,9.483477327000001,2,100000000,95.367431640625,allocation
214,zfp_rate8_4gpu_10iter-each.json,1,9493370135,9.493370135000001,2,25000024,23.841880798339844,allocation
215,zfp_rate8_4gpu_10iter-each.json,1,9494921585,9.494921585,2,100000000,95.367431640625,allocation
216,zfp_rate8_4gpu_10iter-each.json,1,9495522214,9.495522214000001,2,-100000000,-95.367431640625,deallocation
217,zfp_rate8_4gpu_10iter-each.json,1,9499564650,9.49956465,1,-100000000,-95.367431640625,deallocation
218,zfp_rate8_4gpu_10iter-each.json,1,9519800881,9.519800881,2,-100000000,-95.367431640625,deallocation
219,zfp_rate8_4gpu_10iter-each.json,1,9520228858,9.520228858000001,2,-25000024,-23.841880798339844,deallocation
220,zfp_rate8_4gpu_10iter-each.json,2,9563200807,9.563200807000001,1,100000000,95.367431640625,allocation
221,zfp_rate8_4gpu_10iter-each.json,2,9591358110,9.59135811,2,100000000,95.367431640625,allocation
222,zfp_rate8_4gpu_10iter-each.json,2,9599795341,9.599795341,2,25000024,23.841880798339844,allocation
223,zfp_rate8_4gpu_10iter-each.json,2,9600222498,9.600222498,2,100000000,95.367431640625,allocation
224,zfp_rate8_4gpu_10iter-each.json,2,9600906859,9.600906859,2,-100000000,-95.367431640625,deallocation
225,zfp_rate8_4gpu_10iter-each.json,2,9602227484,9.602227484,1,-100000000,-95.367431640625,deallocation
226,zfp_rate8_4gpu_10iter-each.json,2,9621957870,9.621957870000001,2,-100000000,-95.367431640625,deallocation
227,zfp_rate8_4gpu_10iter-each.json,2,9622383935,9.622383935,2,-25000024,-23.841880798339844,deallocation
228,zfp_rate8_4gpu_10iter-each.json,3,9663390046,9.663390046,1,100000000,95.367431640625,allocation
229,zfp_rate8_4gpu_10iter-each.json,3,9691635652,9.691635652,2,100000000,95.367431640625,allocation
230,zfp_rate8_4gpu_10iter-each.json,3,9700100279,9.700100279,2,25000024,23.841880798339844,allocation
231,zfp_rate8_4gpu_10iter-each.json,3,9700817303,9.700817303000001,2,100000000,95.367431640625,allocation
232,zfp_rate8_4gpu_10iter-each.json,3,9701373379,9.701373379000001,2,-100000000,-95.367431640625,deallocation
233,zfp_rate8_4gpu_10iter-each.json,3,9702666609,9.702666609000001,1,-100000000,-95.367431640625,deallocation
234,zfp_rate8_4gpu_10iter-each.json,3,9722174846,9.722174846000001,2,-100000000,-95.367431640625,deallocation
235,zfp_rate8_4gpu_10iter-each.json,3,9722505386,9.722505386,2,-25000024,-23.841880798339844,deallocation
236,zfp_rate8_4gpu_10iter-each.json,0,9763589438,9.763589438,1,100000000,95.367431640625,allocation
237,zfp_rate8_4gpu_10iter-each.json,0,9791820896,9.791820896,2,100000000,95.367431640625,allocation
238,zfp_rate8_4gpu_10iter-each.json,0,9800108664,9.800108664000001,2,25000024,23.841880798339844,allocation
239,zfp_rate8_4gpu_10iter-each.json,0,9800403812,9.800403812,2,100000000,95.367431640625,allocation
240,zfp_rate8_4gpu_10iter-each.json,0,9801207795,9.801207795,2,-100000000,-95.367431640625,deallocation
241,zfp_rate8_4gpu_10iter-each.json,0,9802290827,9.802290827,1,-100000000,-95.367431640625,deallocation
242,zfp_rate8_4gpu_10iter-each.json,0,9821627315,9.821627315,2,-100000000,-95.367431640625,deallocation
243,zfp_rate8_4gpu_10iter-each.json,0,9821959298,9.821959298000001,2,-25000024,-23.841880798339844,deallocation
244,zfp_rate8_4gpu_10iter-each.json,1,9862670833,9.862670833000001,1,100000000,95.367431640625,allocation
245,zfp_rate8_4gpu_10iter-each.json,1,9890742423,9.890742423,2,100000000,95.367431640625,allocation
